record,year,entry,range,plot,column,block,pblock,pop,entry99,dla1,dla2,dla3,logitdla1,logitdla2,logitdla3,dla1p,dla2p,dla3p,rowqlt,dta
6479,2,174,19,43,5,2,12,12,174,9,5,14,-1.004798883,-1.278753601,-0.788370416,0.09,0.05,0.14,5,93
6480,2,46,19,44,5,2,12,12,46,19,22,28,-0.629731418,-0.549671922,-0.410174465,0.19,0.22,0.28,5,86
6481,2,165,19,45,5,2,12,12,165,9,14,28,-1.004798883,-0.788370416,-0.410174465,0.09,0.14,0.28,5,84
6482,2,100,19,46,5,5,14,14,100,25,26,43,-0.477121255,-0.454258372,-0.1224064,0.25,0.26,0.43,5,84
6483,2,116,19,47,5,5,14,14,116,28,31,48,-0.410174465,-0.347487397,-0.034762106,0.28,0.31,0.48,5,82
6484,2,202,19,48,5,5,14,27,14,15,19,33,-0.753327667,-0.629731418,-0.307560863,0.15,0.19,0.33,5,89
6485,2,167,19,49,5,5,14,14,167,14,19,28,-0.788370416,-0.629731418,-0.410174465,0.14,0.19,0.28,5,85
6486,2,95,19,50,5,5,14,14,95,15,26,34,-0.753327667,-0.454258372,-0.288065018,0.15,0.26,0.34,5,85
6487,2,165,19,51,6,5,14,14,165,10,23,24,-0.954242509,-0.524762889,-0.500602351,0.1,0.23,0.24,5,85
6488,2,59,19,52,6,6,14,14,59,24,26,28,-0.500602351,-0.454258372,-0.410174465,0.24,0.26,0.28,5,86
6489,2,61,19,54,6,6,14,14,61,32,37,76,-0.327358934,-0.231138825,0.500602351,0.32,0.37,0.76,5,84
6490,2,70,19,55,6,6,14,14,70,29,32,54,-0.388860351,-0.327358934,0.069635928,0.29,0.32,0.54,5,86
6491,2,15,19,56,6,6,14,14,15,22,35,40,-0.549671922,-0.268845312,-0.176091259,0.22,0.35,0.4,5,82
6492,2,76,19,60,6,6,14,14,76,28,34,52,-0.410174465,-0.288065018,0.034762106,0.28,0.34,0.52,5,84
6493,2,201,19,62,7,6,14,27,27,15,32,40,-0.753327667,-0.327358934,-0.176091259,0.15,0.32,0.4,5,NA
6494,2,151,19,63,7,7,14,14,151,24,29,44,-0.500602351,-0.388860351,-0.104735351,0.24,0.29,0.44,5,82
6495,2,148,19,66,7,7,14,14,148,27,43,62,-0.431959096,-0.1224064,0.212608093,0.27,0.43,0.62,5,85
6496,2,197,19,67,7,7,14,14,197,18,26,44,-0.658541347,-0.454258372,-0.104735351,0.18,0.26,0.44,5,85
6497,2,26,19,68,7,7,14,14,26,25,29,44,-0.477121255,-0.388860351,-0.104735351,0.25,0.29,0.44,5,84
6498,2,20,19,72,8,7,14,14,20,37,64,60,-0.231138825,0.249877473,0.176091259,0.37,0.64,0.6,5,87
6499,2,24,19,73,8,8,14,14,24,25,30,38,-0.477121255,-0.367976785,-0.212608093,0.25,0.3,0.38,5,84
6500,2,67,19,74,8,8,14,14,67,22,24,32,-0.549671922,-0.500602351,-0.327358934,0.22,0.24,0.32,5,81
6501,2,97,19,75,8,8,14,14,97,27,31,40,-0.431959096,-0.347487397,-0.176091259,0.27,0.31,0.4,5,82
6502,2,93,19,76,8,8,14,14,93,23,26,30,-0.524762889,-0.454258372,-0.367976785,0.23,0.26,0.3,5,82
6503,2,94,19,77,8,8,14,14,94,24,25,26,-0.500602351,-0.477121255,-0.454258372,0.24,0.25,0.26,5,82
6504,2,202,19,80,8,8,14,27,14,14,17,28,-0.788370416,-0.688629171,-0.410174465,0.14,0.17,0.28,5,91
6505,2,60,19,81,9,8,14,14,60,25,29,52,-0.477121255,-0.388860351,0.034762106,0.25,0.29,0.52,5,82
6506,2,142,19,82,9,8,14,14,142,22,23,32,-0.549671922,-0.524762889,-0.327358934,0.22,0.23,0.32,5,82
6507,2,156,19,84,9,9,14,14,156,24,25,38,-0.500602351,-0.477121255,-0.212608093,0.24,0.25,0.38,5,78
6508,2,10,19,85,9,9,14,14,10,28,29,37,-0.410174465,-0.388860351,-0.231138825,0.28,0.29,0.37,5,85
6509,2,4,19,86,9,9,14,14,4,29,34,50,-0.388860351,-0.288065018,0,0.29,0.34,0.5,5,81
6510,2,77,19,87,9,9,14,14,77,26,28,46,-0.454258372,-0.410174465,-0.069635928,0.26,0.28,0.46,5,84
6511,2,44,19,88,9,9,14,14,44,30,32,50,-0.367976785,-0.327358934,0,0.3,0.32,0.5,5,87
6512,2,175,19,90,9,9,14,14,175,28,32,48,-0.410174465,-0.327358934,-0.034762106,0.28,0.32,0.48,5,81
6513,2,19,19,91,10,9,14,14,19,29,38,58,-0.388860351,-0.212608093,0.140178703,0.29,0.38,0.58,5,83
6514,2,62,19,92,10,9,14,14,62,29,34,48,-0.388860351,-0.288065018,-0.034762106,0.29,0.34,0.48,5,82
6515,2,33,19,93,10,9,14,14,33,29,36,58,-0.388860351,-0.249877473,0.140178703,0.29,0.36,0.58,5,84
6516,2,174,19,94,10,10,14,14,174,31,34,58,-0.347487397,-0.288065018,0.140178703,0.31,0.34,0.58,5,86
6517,2,202,20,1,1,7,12,27,12,1,3,6,-1.995635195,-1.50965048,-1.194976603,0.01,0.03,0.06,5,99
6518,2,65,20,2,1,7,12,12,65,14,18,34,-0.788370416,-0.658541347,-0.288065018,0.14,0.18,0.34,5,83
6519,2,108,20,3,1,6,12,12,108,31,32,68,-0.347487397,-0.327358934,0.327358934,0.31,0.32,0.68,5,82
6520,2,67,20,4,1,6,12,12,67,13,12,26,-0.8255759,-0.865301426,-0.454258372,0.13,0.12,0.26,5,88
6521,2,85,20,5,1,6,12,12,85,4,6,14,-1.380211242,-1.194976603,-0.788370416,0.04,0.06,0.14,5,90
6522,2,24,20,6,1,6,12,12,24,8,9,8,-1.06069784,-1.004798883,-1.06069784,0.08,0.09,0.08,5,94
6523,2,66,20,7,1,6,12,12,66,18,13,26,-0.658541347,-0.8255759,-0.454258372,0.18,0.13,0.26,5,80
6524,2,194,20,9,1,6,12,12,194,7,7,15,-1.123384909,-1.123384909,-0.753327667,0.07,0.07,0.15,5,88
6525,2,64,20,10,1,6,12,12,64,9,8,10,-1.004798883,-1.06069784,-0.954242509,0.09,0.08,0.1,5,90
6526,2,181,20,11,2,6,12,12,181,21,26,42,-0.575407797,-0.454258372,-0.140178703,0.21,0.26,0.42,5,86
6527,2,110,20,14,2,5,12,12,110,32,29,48,-0.327358934,-0.388860351,-0.034762106,0.32,0.29,0.48,5,94
6528,2,5,20,16,2,5,12,12,5,10,5,16,-0.954242509,-1.278753601,-0.720159303,0.1,0.05,0.16,5,90
6529,2,102,20,17,2,5,12,12,102,12,24,24,-0.865301426,-0.500602351,-0.500602351,0.12,0.24,0.24,5,87
6530,2,11,20,18,2,5,12,12,11,11,16,32,-0.907997321,-0.720159303,-0.327358934,0.11,0.16,0.32,5,90
6531,2,201,20,19,2,5,12,27,27,13,18,30,-0.8255759,-0.658541347,-0.367976785,0.13,0.18,0.3,5,83
6532,2,202,20,20,2,5,12,27,12,2,4,8,-1.69019608,-1.380211242,-1.06069784,0.02,0.04,0.08,5,135
6533,2,186,20,21,3,5,12,12,186,16,19,28,-0.720159303,-0.629731418,-0.410174465,0.16,0.19,0.28,5,88
6534,2,131,20,22,3,5,12,12,131,10,13,22,-0.954242509,-0.8255759,-0.549671922,0.1,0.13,0.22,5,92
6535,2,31,20,23,3,4,12,12,31,13,14,22,-0.8255759,-0.788370416,-0.549671922,0.13,0.14,0.22,5,88
6536,2,112,20,24,3,4,12,12,112,15,18,24,-0.753327667,-0.658541347,-0.500602351,0.15,0.18,0.24,5,92
6537,2,7,20,25,3,4,12,12,7,21,23,44,-0.575407797,-0.524762889,-0.104735351,0.21,0.23,0.44,5,90
6538,2,15,20,26,3,4,12,12,15,16,17,38,-0.720159303,-0.688629171,-0.212608093,0.16,0.17,0.38,5,87
6539,2,202,20,27,3,4,12,27,12,3,2,6,-1.50965048,-1.69019608,-1.194976603,0.03,0.02,0.06,5,133
6540,2,116,20,28,3,4,12,12,116,24,23,30,-0.500602351,-0.524762889,-0.367976785,0.24,0.23,0.3,5,82
6541,2,153,20,30,3,4,12,12,153,26,29,52,-0.454258372,-0.388860351,0.034762106,0.26,0.29,0.52,5,88
6542,2,138,20,38,4,3,12,12,138,31,34,66,-0.347487397,-0.288065018,0.288065018,0.31,0.34,0.66,5,86
6543,2,34,20,39,4,3,12,12,34,32,30,47,-0.327358934,-0.367976785,-0.052178012,0.32,0.3,0.47,5,86
6544,2,201,20,40,4,3,12,27,27,23,25,43,-0.524762889,-0.477121255,-0.1224064,0.23,0.25,0.43,5,81
6545,2,188,20,41,5,3,12,12,188,19,16,30,-0.629731418,-0.720159303,-0.367976785,0.19,0.16,0.3,5,83
6546,2,118,20,42,5,3,12,12,118,9,15,26,-1.004798883,-0.753327667,-0.454258372,0.09,0.15,0.26,5,85
6547,2,26,20,43,5,2,12,12,26,24,23,42,-0.500602351,-0.524762889,-0.140178703,0.24,0.23,0.42,5,84
6548,2,107,20,44,5,2,12,12,107,14,6,26,-0.788370416,-1.194976603,-0.454258372,0.14,0.06,0.26,5,82
6549,2,112,20,46,5,5,14,14,112,21,27,38,-0.575407797,-0.431959096,-0.212608093,0.21,0.27,0.38,5,83
6550,2,86,20,48,5,5,14,14,86,23,27,38,-0.524762889,-0.431959096,-0.212608093,0.23,0.27,0.38,5,83
6551,2,104,20,49,5,5,14,14,104,23,26,38,-0.524762889,-0.454258372,-0.212608093,0.23,0.26,0.38,5,82
6552,2,154,20,50,5,5,14,14,154,20,24,40,-0.602059991,-0.500602351,-0.176091259,0.2,0.24,0.4,5,83
6553,2,114,20,51,6,5,14,14,114,14,13,24,-0.788370416,-0.8255759,-0.500602351,0.14,0.13,0.24,5,87
6554,2,170,20,52,6,6,14,14,170,22,26,44,-0.549671922,-0.454258372,-0.104735351,0.22,0.26,0.44,5,78
6555,2,81,20,53,6,6,14,14,81,28,50,62,-0.410174465,0,0.212608093,0.28,0.5,0.62,5,82
6556,2,201,20,54,6,6,14,27,27,20,29,40,-0.602059991,-0.388860351,-0.176091259,0.2,0.29,0.4,5,78
6557,2,202,20,55,6,6,14,27,14,19,23,36,-0.629731418,-0.524762889,-0.249877473,0.19,0.23,0.36,5,89
6558,2,41,20,56,6,6,14,14,41,26,31,52,-0.454258372,-0.347487397,0.034762106,0.26,0.31,0.52,5,84
6559,2,54,20,58,6,6,14,14,54,25,43,61,-0.477121255,-0.1224064,0.194265228,0.25,0.43,0.61,5,87
6560,2,45,20,59,6,6,14,14,45,28,35,60,-0.410174465,-0.268845312,0.176091259,0.28,0.35,0.6,5,82
6561,2,178,20,60,6,6,14,14,178,31,46,76,-0.347487397,-0.069635928,0.500602351,0.31,0.46,0.76,5,82
6562,2,120,20,61,7,6,14,14,120,39,52,76,-0.194265228,0.034762106,0.500602351,0.39,0.52,0.76,5,78
6563,2,200,20,62,7,7,14,14,200,23,29,50,-0.524762889,-0.388860351,0,0.23,0.29,0.5,5,87
6564,2,102,20,63,7,7,14,14,102,27,31,50,-0.431959096,-0.347487397,0,0.27,0.31,0.5,5,83
6565,2,122,20,65,7,7,14,14,122,25,43,60,-0.477121255,-0.1224064,0.176091259,0.25,0.43,0.6,5,82
6566,2,152,20,66,7,7,14,14,152,26,35,53,-0.454258372,-0.268845312,0.052178012,0.26,0.35,0.53,5,84
6567,2,43,20,67,7,7,14,14,43,30,33,56,-0.367976785,-0.307560863,0.104735351,0.3,0.33,0.56,5,85
6568,2,187,20,69,7,7,14,14,187,26,34,52,-0.454258372,-0.288065018,0.034762106,0.26,0.34,0.52,5,82
6569,2,119,20,70,7,7,14,14,119,20,27,38,-0.602059991,-0.431959096,-0.212608093,0.2,0.27,0.38,5,79
6570,2,34,20,71,8,7,14,14,34,30,48,70,-0.367976785,-0.034762106,0.367976785,0.3,0.48,0.7,5,82
6571,2,137,20,72,8,7,14,14,137,19,19,24,-0.629731418,-0.629731418,-0.500602351,0.19,0.19,0.24,5,81
6572,2,72,20,73,8,8,14,14,72,23,29,42,-0.524762889,-0.388860351,-0.140178703,0.23,0.29,0.42,5,87
6573,2,101,20,75,8,8,14,14,101,20,32,50,-0.602059991,-0.327358934,0,0.2,0.32,0.5,5,81
6574,2,23,20,76,8,8,14,14,23,37,55,60,-0.231138825,0.087150176,0.176091259,0.37,0.55,0.6,5,87
6575,2,135,20,77,8,8,14,14,135,19,27,44,-0.629731418,-0.431959096,-0.104735351,0.19,0.27,0.44,5,85
6576,2,126,20,78,8,8,14,14,126,25,31,40,-0.477121255,-0.347487397,-0.176091259,0.25,0.31,0.4,5,84
6577,2,132,20,79,8,8,14,14,132,27,30,41,-0.431959096,-0.367976785,-0.158068155,0.27,0.3,0.41,5,81
6578,2,133,20,80,8,8,14,14,133,23,26,42,-0.524762889,-0.454258372,-0.140178703,0.23,0.26,0.42,5,78
6579,2,88,20,81,9,8,14,14,88,20,23,36,-0.602059991,-0.524762889,-0.249877473,0.2,0.23,0.36,5,87
6580,2,30,20,82,9,8,14,14,30,18,29,44,-0.658541347,-0.388860351,-0.104735351,0.18,0.29,0.44,5,77
6581,2,128,20,83,9,9,14,14,128,27,28,46,-0.431959096,-0.410174465,-0.069635928,0.27,0.28,0.46,5,84
6582,2,202,20,84,9,9,14,27,14,12,14,28,-0.865301426,-0.788370416,-0.410174465,0.12,0.14,0.28,5,89
6583,2,140,20,85,9,9,14,14,140,18,23,32,-0.658541347,-0.524762889,-0.327358934,0.18,0.23,0.32,5,84
6584,2,201,20,86,9,9,14,27,27,23,30,36,-0.524762889,-0.367976785,-0.249877473,0.23,0.3,0.36,5,77
6585,2,5,20,87,9,9,14,14,5,20,23,24,-0.602059991,-0.524762889,-0.500602351,0.2,0.23,0.24,5,87
6586,2,17,20,88,9,9,14,14,17,20,26,42,-0.602059991,-0.454258372,-0.140178703,0.2,0.26,0.42,5,83
6587,2,79,20,89,9,9,14,14,79,23,24,40,-0.524762889,-0.500602351,-0.176091259,0.23,0.24,0.4,5,82
6588,2,129,20,90,9,9,14,14,129,28,31,56,-0.410174465,-0.347487397,0.104735351,0.28,0.31,0.56,5,79
6589,2,121,20,91,10,9,14,14,121,14,23,30,-0.788370416,-0.524762889,-0.367976785,0.14,0.23,0.3,5,82
6590,2,75,20,92,10,9,14,14,75,35,43,70,-0.268845312,-0.1224064,0.367976785,0.35,0.43,0.7,5,82
6591,2,103,20,93,10,10,14,14,103,26,28,48,-0.454258372,-0.410174465,-0.034762106,0.26,0.28,0.48,5,78
6592,2,7,20,96,10,10,14,14,7,21,18,36,-0.575407797,-0.658541347,-0.249877473,0.21,0.18,0.36,5,85
6593,2,28,20,97,10,10,14,14,28,16,18,32,-0.720159303,-0.658541347,-0.327358934,0.16,0.18,0.32,5,81
6594,2,125,20,98,10,10,14,14,125,20,24,26,-0.602059991,-0.500602351,-0.454258372,0.2,0.24,0.26,5,81
6595,2,36,20,99,10,10,14,14,36,28,29,44,-0.410174465,-0.388860351,-0.104735351,0.28,0.29,0.44,5,83
6596,2,184,21,1,1,7,12,12,184,21,20,44,-0.575407797,-0.602059991,-0.104735351,0.21,0.2,0.44,5,80
6597,2,27,21,2,1,7,12,12,27,0,0,2,-2.298853076,-2.298853076,-1.69019608,0.005,0.005,0.02,5,100
6598,2,59,21,3,1,7,12,12,59,20,21,38,-0.602059991,-0.575407797,-0.212608093,0.2,0.21,0.38,5,85
6599,2,201,21,4,1,7,12,27,27,18,17,30,-0.658541347,-0.688629171,-0.367976785,0.18,0.17,0.3,5,80
6600,2,20,21,6,1,7,12,12,20,16,14,28,-0.720159303,-0.788370416,-0.410174465,0.16,0.14,0.28,5,88
6601,2,3,21,8,1,7,12,12,3,16,12,24,-0.720159303,-0.865301426,-0.500602351,0.16,0.12,0.24,5,83
6602,2,71,21,9,1,7,12,12,71,5,10,24,-1.278753601,-0.954242509,-0.500602351,0.05,0.1,0.24,5,96
6603,2,191,21,10,1,8,12,12,191,14,13,22,-0.788370416,-0.8255759,-0.549671922,0.14,0.13,0.22,5,90
6604,2,55,21,11,2,8,12,12,55,16,22,30,-0.720159303,-0.549671922,-0.367976785,0.16,0.22,0.3,5,84
6605,2,17,21,13,2,8,12,12,17,3,5,10,-1.50965048,-1.278753601,-0.954242509,0.03,0.05,0.1,5,86
6606,2,171,21,14,2,8,12,12,171,20,26,34,-0.602059991,-0.454258372,-0.288065018,0.2,0.26,0.34,5,84
6607,2,28,21,15,2,8,12,12,28,5,3,14,-1.278753601,-1.50965048,-0.788370416,0.05,0.03,0.14,5,92
6608,2,97,21,17,2,8,12,12,97,31,34,52,-0.347487397,-0.288065018,0.034762106,0.31,0.34,0.52,5,83
6609,2,142,21,18,2,8,12,12,142,12,7,12,-0.865301426,-1.123384909,-0.865301426,0.12,0.07,0.12,5,86
6610,2,201,21,19,2,8,12,27,27,20,23,30,-0.602059991,-0.524762889,-0.367976785,0.2,0.23,0.3,5,80
6611,2,201,21,21,3,9,12,27,27,19,20,30,-0.629731418,-0.602059991,-0.367976785,0.19,0.2,0.3,5,82
6612,2,170,21,22,3,9,12,12,170,20,18,26,-0.602059991,-0.658541347,-0.454258372,0.2,0.18,0.26,5,84
6613,2,103,21,23,3,9,12,12,103,22,22,32,-0.549671922,-0.549671922,-0.327358934,0.22,0.22,0.32,5,87
6614,2,128,21,24,3,9,12,12,128,27,27,36,-0.431959096,-0.431959096,-0.249877473,0.27,0.27,0.36,5,87
6615,2,30,21,25,3,9,12,12,30,18,20,26,-0.658541347,-0.602059991,-0.454258372,0.18,0.2,0.26,5,87
6616,2,202,21,26,3,9,12,27,12,2,2,6,-1.69019608,-1.69019608,-1.194976603,0.02,0.02,0.06,5,136
6617,2,13,21,27,3,9,12,12,13,14,14,24,-0.788370416,-0.788370416,-0.500602351,0.14,0.14,0.24,5,83
6618,2,121,21,29,3,9,12,12,121,8,13,24,-1.06069784,-0.8255759,-0.500602351,0.08,0.13,0.24,5,84
6619,2,139,21,30,3,9,12,12,139,23,27,38,-0.524762889,-0.431959096,-0.212608093,0.23,0.27,0.38,5,88
6620,2,61,21,31,4,1,20,20,61,14,23,26,-0.788370416,-0.524762889,-0.454258372,0.14,0.23,0.26,5,81
6621,2,145,21,32,4,1,20,20,145,15,30,38,-0.753327667,-0.367976785,-0.212608093,0.15,0.3,0.38,5,92
6622,2,29,21,33,4,1,20,20,29,13,16,24,-0.8255759,-0.720159303,-0.500602351,0.13,0.16,0.24,5,83
6623,2,73,21,34,4,1,20,20,73,18,25,36,-0.658541347,-0.477121255,-0.249877473,0.18,0.25,0.36,5,91
6624,2,30,21,35,4,1,20,20,30,8,23,24,-1.06069784,-0.524762889,-0.500602351,0.08,0.23,0.24,5,88
6625,2,66,21,37,4,1,20,20,66,14,24,28,-0.788370416,-0.500602351,-0.410174465,0.14,0.24,0.28,5,84
6626,2,12,21,38,4,1,20,20,12,16,26,28,-0.720159303,-0.454258372,-0.410174465,0.16,0.26,0.28,5,84
6627,2,54,21,39,4,1,20,20,54,13,18,20,-0.8255759,-0.658541347,-0.602059991,0.13,0.18,0.2,5,90
6628,2,48,21,40,4,1,20,20,48,5,13,18,-1.278753601,-0.8255759,-0.658541347,0.05,0.13,0.18,5,90
6629,2,201,21,41,5,1,20,27,27,22,28,32,-0.549671922,-0.410174465,-0.327358934,0.22,0.28,0.32,5,79
6630,2,146,21,43,5,2,20,20,146,23,27,32,-0.524762889,-0.431959096,-0.327358934,0.23,0.27,0.32,5,88
6631,2,157,21,46,5,5,14,14,157,36,45,62,-0.249877473,-0.087150176,0.212608093,0.36,0.45,0.62,5,79
6632,2,21,21,49,5,5,14,14,21,25,23,46,-0.477121255,-0.524762889,-0.069635928,0.25,0.23,0.46,5,89
6633,2,9,21,51,6,4,14,14,9,28,30,52,-0.410174465,-0.367976785,0.034762106,0.28,0.3,0.52,5,82
6634,2,42,21,52,6,4,14,14,42,25,31,47,-0.477121255,-0.347487397,-0.052178012,0.25,0.31,0.47,5,82
6635,2,96,21,54,6,4,14,14,96,31,57,76,-0.347487397,0.1224064,0.500602351,0.31,0.57,0.76,5,86
6636,2,51,21,55,6,4,14,14,51,18,30,32,-0.658541347,-0.367976785,-0.327358934,0.18,0.3,0.32,5,83
6637,2,161,21,58,6,4,14,14,161,29,30,50,-0.388860351,-0.367976785,0,0.29,0.3,0.5,5,85
6638,2,141,21,59,6,4,14,14,141,33,40,76,-0.307560863,-0.176091259,0.500602351,0.33,0.4,0.76,5,78
6639,2,64,21,60,6,4,14,14,64,23,29,46,-0.524762889,-0.388860351,-0.069635928,0.23,0.29,0.46,5,87
6640,2,107,21,61,7,3,14,14,107,27,31,48,-0.431959096,-0.347487397,-0.034762106,0.27,0.31,0.48,5,81
6641,2,202,21,62,7,3,14,27,14,18,14,26,-0.658541347,-0.788370416,-0.454258372,0.18,0.14,0.26,5,91
6642,2,22,21,63,7,3,14,14,22,25,25,44,-0.477121255,-0.477121255,-0.104735351,0.25,0.25,0.44,5,87
6643,2,57,21,64,7,3,14,14,57,25,23,46,-0.477121255,-0.524762889,-0.069635928,0.25,0.23,0.46,5,88
6644,2,99,21,65,7,3,14,14,99,26,26,46,-0.454258372,-0.454258372,-0.069635928,0.26,0.26,0.46,5,85
6645,2,162,21,67,7,3,14,14,162,25,35,70,-0.477121255,-0.268845312,0.367976785,0.25,0.35,0.7,5,83
6646,2,98,21,68,7,3,14,14,98,14,21,34,-0.788370416,-0.575407797,-0.288065018,0.14,0.21,0.34,5,83
6647,2,139,21,69,7,3,14,14,139,26,29,46,-0.454258372,-0.388860351,-0.069635928,0.26,0.29,0.46,5,82
6648,2,185,21,70,7,3,14,14,185,29,31,52,-0.388860351,-0.347487397,0.034762106,0.29,0.31,0.52,5,82
6649,2,169,21,71,8,2,14,14,169,24,28,48,-0.500602351,-0.410174465,-0.034762106,0.24,0.28,0.48,5,86
6650,2,31,21,72,8,2,14,14,31,23,24,30,-0.524762889,-0.500602351,-0.367976785,0.23,0.24,0.3,5,77
6651,2,58,21,73,8,2,14,14,58,24,30,50,-0.500602351,-0.367976785,0,0.24,0.3,0.5,5,85
6652,2,172,21,74,8,2,14,14,172,24,24,28,-0.500602351,-0.500602351,-0.410174465,0.24,0.24,0.28,5,85
6653,2,163,21,76,8,2,14,14,163,22,26,34,-0.549671922,-0.454258372,-0.288065018,0.22,0.26,0.34,5,83
6654,2,53,21,77,8,2,14,14,53,19,23,28,-0.629731418,-0.524762889,-0.410174465,0.19,0.23,0.28,5,82
6655,2,110,21,78,8,2,14,14,110,24,26,40,-0.500602351,-0.454258372,-0.176091259,0.24,0.26,0.4,5,83
6656,2,164,21,79,8,2,14,14,164,24,28,32,-0.500602351,-0.410174465,-0.327358934,0.24,0.28,0.32,5,81
6657,2,149,21,80,8,2,14,14,149,26,31,50,-0.454258372,-0.347487397,0,0.26,0.31,0.5,5,84
6658,2,105,21,81,9,2,14,14,105,27,50,62,-0.431959096,0,0.212608093,0.27,0.5,0.62,5,82
6659,2,192,21,82,9,1,14,14,192,33,55,74,-0.307560863,0.087150176,0.454258372,0.33,0.55,0.74,5,83
6660,2,177,21,83,9,1,14,14,177,30,45,58,-0.367976785,-0.087150176,0.140178703,0.3,0.45,0.58,5,91
6661,2,181,21,84,9,1,14,14,181,19,25,40,-0.629731418,-0.477121255,-0.176091259,0.19,0.25,0.4,5,83
6662,2,115,21,85,9,1,14,14,115,22,34,60,-0.549671922,-0.288065018,0.176091259,0.22,0.34,0.6,5,81
6663,2,190,21,86,9,1,14,14,190,21,28,56,-0.575407797,-0.410174465,0.104735351,0.21,0.28,0.56,5,82
6664,2,73,21,87,9,1,14,14,73,17,18,36,-0.688629171,-0.658541347,-0.249877473,0.17,0.18,0.36,5,85
6665,2,14,21,88,9,1,14,14,14,25,24,44,-0.477121255,-0.500602351,-0.104735351,0.25,0.24,0.44,5,82
6666,2,85,21,89,9,1,14,14,85,23,23,42,-0.524762889,-0.524762889,-0.140178703,0.23,0.23,0.42,5,84
6667,2,13,21,90,9,1,14,14,13,16,27,42,-0.720159303,-0.431959096,-0.140178703,0.16,0.27,0.42,5,84
6668,2,48,21,93,10,9,2,2,48,22,26,28,-0.549671922,-0.454258372,-0.410174465,0.22,0.26,0.28,5,79
6669,2,58,21,94,10,9,2,2,58,4,5,12,-1.380211242,-1.278753601,-0.865301426,0.04,0.05,0.12,5,84
6670,2,111,22,2,1,7,12,12,111,21,28,50,-0.575407797,-0.410174465,0,0.21,0.28,0.5,5,84
6671,2,148,22,4,1,7,12,12,148,17,28,36,-0.688629171,-0.410174465,-0.249877473,0.17,0.28,0.36,5,92
6672,2,95,22,5,1,7,12,12,95,26,29,40,-0.454258372,-0.388860351,-0.176091259,0.26,0.29,0.4,5,88
6673,2,63,22,11,2,8,12,12,63,12,14,14,-0.865301426,-0.788370416,-0.788370416,0.12,0.14,0.14,5,90
6674,2,134,22,12,2,8,12,12,134,4,4,26,-1.380211242,-1.380211242,-0.454258372,0.04,0.04,0.26,5,88
6675,2,12,22,13,2,8,12,12,12,16,17,30,-0.720159303,-0.688629171,-0.367976785,0.16,0.17,0.3,5,84
6676,2,81,22,14,2,8,12,12,81,45,48,57,-0.087150176,-0.034762106,0.1224064,0.45,0.48,0.57,5,94
6677,2,44,22,15,2,8,12,12,44,21,14,30,-0.575407797,-0.788370416,-0.367976785,0.21,0.14,0.3,5,94
6678,2,84,22,16,2,8,12,12,84,11,10,10,-0.907997321,-0.954242509,-0.954242509,0.11,0.1,0.1,5,88
6679,2,21,22,17,2,8,12,12,21,4,10,22,-1.380211242,-0.954242509,-0.549671922,0.04,0.1,0.22,5,90
6680,2,202,22,18,2,8,12,27,12,3,1,6,-1.50965048,-1.995635195,-1.194976603,0.03,0.01,0.06,5,101
6681,2,133,22,19,2,8,12,12,133,26,28,38,-0.454258372,-0.410174465,-0.212608093,0.26,0.28,0.38,5,83
6682,2,92,22,20,2,9,12,12,92,3,13,30,-1.50965048,-0.8255759,-0.367976785,0.03,0.13,0.3,5,84
6683,2,167,22,21,3,9,12,12,167,14,6,24,-0.788370416,-1.194976603,-0.500602351,0.14,0.06,0.24,5,84
6684,2,113,22,22,3,9,12,12,113,3,4,10,-1.50965048,-1.380211242,-0.954242509,0.03,0.04,0.1,5,84
6685,2,187,22,23,3,9,12,12,187,0,1,6,-2.298853076,-1.995635195,-1.194976603,0.005,0.01,0.06,5,84
6686,2,82,22,29,3,9,12,12,82,4,3,24,-1.380211242,-1.50965048,-0.500602351,0.04,0.03,0.24,5,83
6687,2,25,22,31,4,1,20,20,25,20,26,44,-0.602059991,-0.454258372,-0.104735351,0.2,0.26,0.44,5,83
6688,2,110,22,33,4,1,20,20,110,15,21,24,-0.753327667,-0.575407797,-0.500602351,0.15,0.21,0.24,5,86
6689,2,98,22,34,4,1,20,20,98,3,5,12,-1.50965048,-1.278753601,-0.865301426,0.03,0.05,0.12,5,88
6690,2,21,22,35,4,1,20,20,21,28,34,54,-0.410174465,-0.288065018,0.069635928,0.28,0.34,0.54,5,86
6691,2,195,22,36,4,1,20,20,195,35,44,56,-0.268845312,-0.104735351,0.104735351,0.35,0.44,0.56,5,90
6692,2,47,22,37,4,1,20,20,47,13,13,16,-0.8255759,-0.8255759,-0.720159303,0.13,0.13,0.16,5,90
6693,2,89,22,38,4,1,20,20,89,3,7,13,-1.50965048,-1.123384909,-0.8255759,0.03,0.07,0.13,5,90
6694,2,3,22,41,5,1,20,20,3,24,27,32,-0.500602351,-0.431959096,-0.327358934,0.24,0.27,0.32,5,82
6695,2,55,22,42,5,2,20,20,55,24,32,50,-0.500602351,-0.327358934,0,0.24,0.32,0.5,5,88
6696,2,68,22,44,5,2,20,20,68,3,3,8,-1.50965048,-1.50965048,-1.06069784,0.03,0.03,0.08,5,90
6697,2,144,22,47,5,5,14,14,144,28,28,34,-0.410174465,-0.410174465,-0.288065018,0.28,0.28,0.34,5,85
